,,,,,,
Rk,,From,To,G,Pos,AV
586,Rico Tipton,1987,1987,3,LB,1
587,Robert Tyler,1989,1989,9,TE,1
588,Brian Walker,1999,1999,5,DB,1
589,Tim Walker,1980,1980,16,LB,1
590,Jim White,1976,1976,2,DE,1
591,Jimmy Williams,2006,2006,16,DB,1
592,James Willis,1999,1999,16,LB,1
593,Larry Woods,1976,1976,6,DT,1
594,Cornelius Wortham,2005,2005,8,LB,1
595,Ellis Wyms,2007,2007,13,DE,1
596,Renard Young,1987,1987,3,DB,1


Provided by <a href="http://www.sports-reference.com/sharing.shtml?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">Pro-Football-Reference.com</a>: <a href="http://www.pro-football-reference.com/teams/sea/career-av.htm?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#av">View Original Table</a><br>Generated 10/13/2013.
