,,,,,,
Rk,,From,To,G,Pos,AV
315,Percy Ellsworth,2000,2001,27,DB,10
316,Dan Footman,1993,1995,40,DE,10
317,Scott Fujita,2010,2012,23,LB,10
318,Chubby Grigg,1950,1951,22,DT,10
319,Steve Holden,1974,1976,37,WR,10
320,Daven Holly,2006,2007,29,DB,10
321,Chuck Hutchison,1973,1975,23,G,10
322,George Lilja,1984,1986,36,G,10
323,Greg Little,2011,2012,32,WR,10
324,Mel Long,1972,1974,42,LB,10
325,Keenan McCardell,1993,1995,35,WR,10
326,Matt Roth,2009,2010,22,DE,10
327,Terry Taylor,1992,1993,26,DB,10
328,Willis Adams,1980,1985,51,WR,9
329,Sam Baker,1960,1961,26,K,9
,,,,,,
Rk,,From,To,G,Pos,AV
330,Carl Barisich,1973,1975,41,DT,9
331,Stephen Braggs,1987,1991,59,DB,9
332,Cliff Brooks,1972,1974,41,DB,9
333,Devin Bush,2001,2002,31,DB,9
334,Mike Caldwell,1993,1995,47,LB,9
335,Lew Carpenter,1957,1958,22,HB,9
336,Willie Davis,1958,1959,24,DE,9
337,Herman Fontenot,1986,1988,44,RB,9
338,Elvis Franks,1980,1984,73,DE,9
339,Don Goode,1980,1981,31,LB,9
340,Boyce Green,1983,1984,29,RB,9
341,Anthony Griggs,1986,1987,28,LB,9
342,Chet Hanulak,1954,1957,24,HB,9
343,Mark Harper,1986,1990,62,DB,9
344,James Jackson,2001,2004,27,RB,9
345,Joe Jurevicius,2006,2007,29,WR,9
346,Willie McClung,1958,1959,24,T,9
347,Keith McKenzie,2000,2001,23,DE,9
348,Scott Nicolas,1982,1986,73,LB,9
349,Roman Oben,2000,2001,32,T,9
350,Ryan Pontbriand,2003,2010,123,C,9
351,George Ratterman,1953,1956,29,QB,9
352,Bert Rechichar,1952,1952,12,DB,9
353,Billy Reynolds,1953,1957,36,HB,9
354,Pio Sagapolutele,1991,1995,63,DT,9
355,Stan Sczurek,1963,1965,34,LB,9
356,Mickey Sims,1977,1979,43,DT,9
357,Larry Stephens,1960,1961,26,DE,9
358,Marvin Upshaw,1968,1969,28,DE,9
359,Floyd Womack,2009,2010,29,T,9
,,,,,,
Rk,,From,To,G,Pos,AV
360,Paul Zukauskas,2002,2004,42,G,9
361,Roger Chanoine,2001,2002,25,T,8
362,Neal Craig,1975,1976,25,DB,8
363,Gary Danielson,1985,1988,16,QB,8
364,Chip Glass,1969,1973,54,TE,8
365,Joaquin Gonzalez,2002,2004,41,T,8
366,Jeff Gossett,1983,1987,53,P,8
367,Brian Hansen,1991,1993,48,P,8
368,Jay Hilgenberg,1992,1992,16,C,8
369,Kelly Holcomb,2002,2004,18,QB,8
370,Earl Holmes,2002,2002,16,LB,8
371,Harry Holt,1983,1986,52,TE,8
372,Weldon Humble,1950,1950,12,G,8
373,Ricky Jones,1977,1979,34,LB,8
374,Henry Jordan,1957,1958,24,DT,8
375,Tim Manoa,1987,1989,44,RB,8
376,Dale Memmelaar,1964,1965,28,G,8
377,Reece Morrison,1968,1970,42,RB,8
378,Jason Pinkston,2011,2012,22,G,8
379,Larry Poole,1975,1977,29,RB,8
380,Dave Puzzuoli,1983,1987,76,NT,8
381,Oscar Roan,1975,1977,35,TE,8
