,,,,,,
Rk,,From,To,G,Pos,AV
312,Tarek Saleh,1998,1998,11,LB,1
313,Mike Scurlock,1999,1999,14,DB,1
314,Mike Seidman,2004,2004,16,TE,1
315,Tim Shaw,2007,2007,14,LB,1
316,Chris Slade,2001,2001,15,LB,1
317,Rod Smart,2003,2003,16,RB,1
318,Chuck Smith,2000,2000,2,DE,1
319,R.J. Stanford,2011,2011,12,CB,1
320,Rohn Stark,1996,1996,16,P,1
321,Michael Swift,1999,1999,15,DB,1
322,Hilee Taylor,2008,2008,10,LB,1
323,Blair Thomas,1995,1995,7,RB,1
324,Travares Tillman,2004,2004,6,DB,1
325,Esera Tuaolo,1999,1999,12,NT,1
326,Sean Tufts,2005,2005,12,LB,1
327,Tank Tyler,2009,2009,6,DT,1
328,Iheanyi Uwaezuoke,2000,2000,11,WR,1
329,Danny Villa,1998,1998,7,T,1
,,,,,,
Rk,,From,To,G,Pos,AV
330,Darwin Walker,2008,2008,10,DT,1
331,Leonard Wheeler,1998,1998,16,DB,1
332,Jermaine Wiggins,2003,2003,16,TE,1
333,Thomas Williams,2011,2011,7,LB,1
334,Gillis Wilson,2001,2001,5,DE,1
335,Vince Workman,1995,1995,9,RB,1
336,Lee Ziemba,2011,2011,6,T,1


Provided by <a href="http://www.sports-reference.com/sharing.shtml?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">Pro-Football-Reference.com</a>: <a href="http://www.pro-football-reference.com/teams/car/career-av.htm?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#av">View Original Table</a><br>Generated 10/13/2013.
