,,,,,,
Rk,,From,To,G,Pos,AV
585,Will Cokeley,1987,1987,3,LB,2
586,Mike Collier,1977,1979,22,RB,2
587,Bobby Collins,1999,2000,26,TE,2
588,Greg Collins,1977,1977,11,LB,2
589,Frank Cornish,1972,1972,6,DT,2
590,Hilton Crawford,1969,1969,7,DB,2
591,Phil Croyle,1973,1973,5,LB,2
592,Stan David,1984,1984,16,LB,2
593,Austin Denney,1970,1970,14,TE,2
594,Chuck DeVleigher,1969,1969,4,DT,2
595,Jon Dorenbos,2003,2004,29,C,2
596,Al Dorow,1962,1962,4,QB,2
597,Tom Ehlers,1978,1978,8,LB,2
598,Chris Ellis,2008,2010,12,DE,2
599,Derek Fine,2008,2009,18,TE,2
,,,,,,
Rk,,From,To,G,Pos,AV
600,Bryce Fisher,2001,2001,13,DE,2
601,Charlie Ford,1975,1975,5,DB,2
602,Wayne Fowler,1970,1970,10,C,2
603,Wallace Francis,1973,1973,12,WR,2
604,Wayne Frazier,1967,1967,6,C,2
605,Ed Fulton,1979,1979,5,G,2
606,Tony Furjanic,1986,1987,22,LB,2
607,Michael Gaines,2007,2007,15,TE,2
608,Jerry Gantt,1970,1970,6,T,2
609,Reggie Germany,2001,2001,16,WR,2
610,Gene Grabosky,1960,1960,3,DT,2
611,Tom Graham,1978,1978,11,LB,2
612,Cornell Green,2010,2010,5,T,2
613,Van Green,1976,1976,5,DB,2
614,Ben Gregory,1968,1968,6,RB,2
615,Mike Hamby,1986,1986,16,DE,2
616,Anthony Hargrove,2006,2007,22,DE,2
617,Nate Harris,2009,2009,15,LB,2
618,Dick Hart,1972,1972,5,G,2
619,Richard Harvey,1992,1993,27,LB,2
620,Don Healy,1962,1962,1,DT,2
621,Kellen Heard,2011,2011,15,DT,2
622,Cliff Hicks,1990,1991,20,DB,2
623,Cordaro Howard,2010,2010,10,T,2
624,Floyd Hudlow,1965,1965,7,DB,2
625,Mike Humiston,1981,1981,16,LB,2
626,Chuck Hurston,1971,1971,9,DE,2
627,Mekeli Ieremia,1978,1978,2,DT,2
628,Frank Jackunas,1962,1962,3,C,2
629,Greg Jerman,2005,2005,10,T,2
,,,,,,
Rk,,From,To,G,Pos,AV
630,Dennis L. Johnson,1978,1978,14,DE,2
631,Mark Johnson,1975,1976,24,DE,2
632,Fred Jones,2000,2001,31,LB,2
633,Rex Kern,1974,1974,8,DB,2
634,John Kimbrough,1977,1977,14,WR,2
635,Tony King,1967,1967,7,DB,2
636,Rick Kingrea,1973,1973,4,LB,2
637,Matt Kofler,1983,1984,32,QB,2
638,Bob Kruse,1969,1969,3,G,2
639,Brad Lamb,1992,1992,7,WR,2
640,Art Laster,1970,1970,14,T,2
641,Jerry Lawson,1968,1968,1,DB,2
642,Monte Ledbetter,1967,1968,12,WR,2
643,Charley Leo,1963,1963,4,G,2
644,John Little,1977,1977,12,DT,2
645,Jeff Lloyd,1976,1976,9,DE,2
646,Tom Louderback,1962,1962,2,LB,2
647,Joey Lumpkin,1982,1983,20,LB,2
648,Booth Lusteg,1966,1966,14,K,2
649,Steve Maidlow,1985,1985,16,LB,2
650,Billy Majors,1961,1961,1,DB,2
651,John Matlock,1972,1972,11,C,2
652,Aaron Maybin,2009,2010,26,DE,2
653,Brian McConnell,1973,1973,1,LB,2
654,Gary McDermott,1968,1968,14,RB,2
655,Bill McKinley,1971,1971,7,DE,2
656,Eddie McMillan,1978,1978,14,DB,2
657,Jamon Meredith,2009,2009,8,T,2
658,Tom Minter,1962,1962,5,DB,2
659,Corey Moore,2000,2000,9,LB,2
,,,,,,
Rk,,From,To,G,Pos,AV
660,Dave Moore,2002,2003,29,TE,2
661,Ricky Moore,1986,1986,11,RB,2
662,Greg Morton,1977,1977,9,DE,2
663,Speedy Neal,1984,1984,12,RB,2
664,Ryan Neill,2007,2008,32,DE,2
665,Kendrick Office,2001,2002,18,DE,2
666,Ashlee Palmer,2009,2009,14,LB,2
667,Dick Palmer,1972,1972,4,LB,2
668,Sam Palumbo,1960,1960,1,LB,2
669,Lloyd Pate,1970,1970,9,RB,2
670,Bobby Ply,1967,1967,3,DB,2
671,Ricky Porter,1987,1987,9,RB,2
672,Eason Ramson,1985,1985,16,TE,2
673,Al Randolph,1974,1974,3,DB,2
674,Dennis Remmert,1960,1960,2,LB,2
675,Perry Richards,1961,1961,11,E,2
676,Hank Rivera,1963,1963,3,DB,2
677,Justin Rogers,2011,2012,29,DB,2
678,Charlie Rutkowski,1960,1960,2,DE,2
679,Tom Saidock,1962,1962,2,DT,2
680,John Saunders,1972,1972,2,DB,2
681,Scott Schankweiler,1987,1987,3,LB,2
682,Derek Schouman,2008,2009,18,TE,2
683,Andy Selfridge,1972,1972,13,LB,2
684,Daimon Shelton,2004,2005,32,FB,2
685,Carl Smith,1960,1960,14,FB,2
686,Jonathan Smith,2004,2005,16,WR,2
687,Tody Smith,1976,1976,2,DE,2
688,Don Sommer,1987,1987,3,T,2
689,Ken Stone,1973,1973,6,DB,2
,,,,,,
Rk,,From,To,G,Pos,AV
690,Ike Thomas,1975,1975,5,DB,2
691,Gary Thompson,1983,1984,24,DB,2
692,Richard Trapp,1968,1968,14,FL,2
693,Torell Troup,2010,2010,15,NT,2
694,Rick Tuten,1990,1990,14,P,2
695,Vic Washington,1975,1976,15,RB,2
696,Scott Watters,1987,1987,3,LB,2
697,Mike D. Wilson,1971,1971,5,T,2
698,Wayne Wolff,1961,1961,2,G,2
699,John Yaccino,1962,1962,3,DB,2
700,Sam Young,2012,2012,12,T,2
701,Connie Zelencik,1977,1977,14,C,2
702,John Armstrong,1987,1987,3,DB,1
703,Joe Azelby,1984,1984,14,LB,1
704,Avion Black,2001,2001,14,WR,1
705,Jason Bostic,2002,2002,14,DB,1
706,Jerry Boyarsky,1986,1986,10,NT,1
707,Bob Brodhead,1960,1960,4,QB,1
708,Ahmad Brooks,2002,2002,6,DB,1
709,Cliff Brooks,1976,1976,1,DB,1
710,Ron Brooks,2012,2012,9,,1
711,Colin Brown,2011,2011,11,G,1
712,Lance Brown,2001,2001,14,DB,1
713,Marc Brown,1987,1987,3,WR,1
714,Tony Brown,1987,1987,2,T,1
715,Travis Brown,2001,2001,1,QB,1
716,Dick Brubaker,1960,1960,9,E,1
717,Marcus Buggs,2009,2009,5,LB,1
718,Jerametrius Butler,2007,2007,7,DB,1
719,Jon Carman,2001,2001,9,T,1
,,,,,,
Rk,,From,To,G,Pos,AV
720,Steve Clark,1987,1987,3,DB,1
721,Sherman Cocroft,1988,1988,13,DB,1
722,Clarence Coleman,2003,2003,14,WR,1
723,Blake Costanzo,2008,2008,16,LB,1
724,Jeff Curchin,1972,1972,1,T,1
725,Joe Danelo,1983,1983,14,K,1
726,Dan Darragh,1969,1969,3,QB,1
727,Anthony Denman,2002,2002,16,LB,1
728,Anthony Dickerson,1985,1985,16,LB,1
729,Dorin Dickerson,2012,2012,10,WR,1
730,Sean Dowling,1987,1987,3,G,1
731,Mike Dumas,1994,1994,14,DB,1
732,Emmett Edwards,1976,1976,6,WR,1
733,Tim Euhus,2004,2004,12,TE,1
734,Kris Farris,2001,2001,3,T,1
735,Tom Flores,1967,1967,14,QB,1
736,John Frantz,1968,1968,2,C,1
737,Sheldon Gaines,1987,1987,3,WR,1
738,Scott Garnett,1987,1987,3,NT,1
739,Don Graham,1988,1988,10,LB,1
740,Shayne Graham,2001,2001,6,K,1
741,Wes Grant,1971,1971,3,DE,1
742,Willie Grate,1970,1970,14,TE,1
743,Chris Green,1995,1995,16,DB,1
744,Bill Groman,1964,1964,5,WR,1
745,Derek Hagan,2011,2011,4,WR,1
746,James Hardy,2008,2008,14,WR,1
747,Cary Harris,2009,2009,4,DB,1
748,Craig Heimburger,2001,2001,11,G,1
749,Jerome Henderson,1994,1994,12,DB,1
,,,,,,
Rk,,From,To,G,Pos,AV
750,Scott Hernandez,1987,1987,2,NT,1
751,Bob Hews,1971,1971,2,T,1
752,Ike Hill,1971,1971,14,WB,1
753,Mike Holmes,1976,1976,1,DB,1
754,Robert Holt,1982,1982,7,WR,1
755,Steve Hoyem,1994,1994,6,T,1
756,Bill Hurley,1983,1983,10,DB,1
757,Richie Incognito,2009,2009,3,G,1
758,Grant Irons,2002,2002,15,DE,1
759,Randy Jackson,1972,1972,5,RB,1
760,Jason Jefferson,2007,2007,11,DT,1
761,Billy Jenkins,2002,2002,15,DB,1
762,Leon Joe,2007,2007,8,LB,1
763,Todd Johnson,2009,2009,8,DB,1
764,Yonel Jourdain,1994,1994,9,RB,1
765,John Kaiser,1987,1987,12,LB,1
766,Eric King,2005,2005,16,DB,1
767,Ted Koy,1971,1971,14,TE,1
768,Joe Kulbacki,1960,1960,14,HB,1
769,Ellis Lankster,2009,2009,10,DB,1
770,Bob LeBlanc,1987,1987,3,LB,1
771,Kamil Loud,1999,1999,7,WR,1
772,Jeff Lyman,1972,1972,1,LB,1
773,David Martin,1987,1987,3,DB,1
774,Ruvell Martin,2011,2011,14,WR,1
775,Brian McClure,1987,1987,1,QB,1
776,John McCrumbly,1975,1975,13,LB,1
777,Lawrence McCutcheon,1981,1981,6,RB,1
778,Corey McIntyre,2009,2009,15,FB,1
779,Keith McKenzie,2003,2003,6,DE,1
,,,,,,
Rk,,From,To,G,Pos,AV
780,Royce McKinney,1975,1975,9,DB,1
781,Seth McKinney,2009,2009,8,C,1
782,Mark Merrill,1983,1983,12,LB,1
783,Aaron Merz,2006,2006,7,G,1
784,Bruce Mesner,1987,1987,11,NT,1
785,Roland Mitchell,1987,1987,11,DB,1
786,Matt Monger,1989,1989,9,LB,1
787,Kirk Morrison,2011,2011,14,LB,1
788,Bill Munson,1978,1978,4,QB,1
789,Chuck Nelson,1984,1984,7,K,1
790,Shawn Nelson,2009,2009,12,TE,1
791,Ryan Neufeld,2004,2004,16,TE,1
792,Frank Oliver,1975,1975,14,DB,1
793,Kerry Parker,1987,1987,2,DB,1
794,John Parrella,1993,1993,10,DT,1
795,Lemar Parrish,1982,1982,7,DB,1
796,James Patton,1994,1994,11,NT,1
797,Jim Perryman,1985,1985,11,DB,1
798,Ron Pitts,1986,1986,10,DB,1
799,David Pool,1990,1990,9,DB,1
800,Steve Potter,1984,1984,10,LB,1
801,Shawn Powell,2012,2012,13,,1
802,Eddie Ray,1976,1976,7,RB,1
803,Eric Richardson,1985,1985,16,WR,1
804,Ray Rissmiller,1968,1968,4,T,1
805,Tyrone Robertson,2001,2001,12,DT,1
806,Charlie Rogers,2002,2002,16,RB,1
807,Mark Roopenian,1982,1982,9,NT,1
808,Durwood Roquemore,1987,1987,5,DB,1
809,Lauvale Sape,2005,2005,9,DT,1
,,,,,,
Rk,,From,To,G,Pos,AV
810,Rick Schulte,1987,1987,3,G,1
811,Kendall Simmons,2009,2009,3,G,1
812,Wayne Simmons,1998,1998,6,LB,1
813,Allen Smith,1966,1966,14,RB,1
814,Lucious Smith,1984,1984,4,DB,1
815,David Snow,2012,2012,5,,1
816,Jack Spikes,1966,1966,14,FB,1
817,Kay Stephenson,1968,1968,10,QB,1
818,Dominique Stevenson,2003,2003,16,LB,1
819,Donnie Stone,1965,1965,14,HB,1
820,Jonathan Stupar,2010,2010,16,TE,1
821,Mickey Sutton,1989,1989,12,DB,1
822,Marvin Switzer,1978,1978,10,DB,1
823,Mike Taliaferro,1972,1972,5,QB,1
824,Jimmy Teal,1986,1986,5,WR,1
825,Richard Tharp,1987,1987,3,DE,1
826,Bubba Thornton,1969,1969,14,WR,1
827,Tim Tindale,1997,1997,7,FB,1
828,Morris Unutoa,2001,2001,8,C,1
829,Scott Virkus,1983,1983,15,DE,1
830,Larry Walton,1978,1978,12,WR,1
831,Chris White,2012,2012,14,LB,1
832,Jason Whittle,2008,2008,9,G,1
833,Gary Wilkins,1986,1986,16,TE,1
834,Van Williams,1984,1984,16,RB,1
835,Keith Willis,1992,1992,12,DE,1
836,Eric Wilson,1985,1985,14,LB,1
837,Karl Wilson,1995,1995,11,DE,1
838,Billy Witt,1987,1987,2,DE,1
839,Roscoe Word,1976,1976,1,DB,1
,,,,,,
Rk,,From,To,G,Pos,AV
840,Dwayne Wright,2007,2007,14,RB,1


Provided by <a href="http://www.sports-reference.com/sharing.shtml?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">Pro-Football-Reference.com</a>: <a href="http://www.pro-football-reference.com/teams/buf/career-av.htm?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#av">View Original Table</a><br>Generated 10/13/2013.
