"Year","Code","Team","Name","G","Rush","RushYds","RushYPG","RushAvg","RushTD","Rec","RecYds","RecYPG","RecAvg","RecLng","RecTD","Position","QBRAT","Att","Comp","Pct","PassYds","PassYPG","PassAvg","PassTD","Int","Sack","YdsL","Rank","TeamName","TeamGames","Plays","TeamYds","TeamAvg","TeamTD","TeamYPG","Wins","Losses","Ties","Percentage","PlayerID","AV"
2005,674,"Stan","Trent Edwards",11,84,153,13.9,1.8,0,0,0,0,0,0,0,"QB",139,268,168,"62.7",1934,175.8,"7.2",17,7,30,-194,"99","Stanford",11,724,3478,4.8,32,316.18,5,6,0,0.6407767,7785,16
2006,674,"Stan","Trent Edwards",7,59,37,5.3,0.6,0,0,0,0,0,0,0,"QB",120.6,156,94,"60.3",1027,146.7,"6.6",6,6,22,-164,"118","Stanford",12,683,2783,4.07,15,231.92,1,11,0,0.58518519,7785,16
2012,646,"S Ala","Trey Fetner",6,13,30,5,2.3,2,0,0,0,0,0,0,"QB",0,0,0,"N/A",0,0,"N/A",0,0,1,-3,"na","South Ala.",13,938,4334,5.26,26,333.38,2,11,0,NA,7807,NA
2006,147,"Clem","Tribble Reese",1,0,0,0,0,0,0,0,0,0,0,0,"QB",38.9,3,1,"33.3",2,2,"0.7",0,0,0,0,"15","Clemson",13,822,5342,6.5,55,410.92,8,5,0,0.4965035,7825,NA
2007,147,"Clem","Tribble Reese",2,3,12,6,4,0,0,0,0,0,0,0,"QB",203.8,8,5,"62.5",56,28,"7",2,0,0,0,"52","Clemson",13,963,5242,5.44,51,403.23,9,4,0,0.55223881,7825,NA
2003,697,"TAMU","Ty Branyon",1,0,0,0,0,0,0,0,0,0,0,0,"QB",108.8,2,1,"50",14,14,"7",0,0,0,0,"48","Texas A&M",12,809,4678,5.78,37,389.83,4,8,0,0.60740741,7853,NA
2004,697,"TAMU","Ty Branyon",4,13,88,22,6.8,0,0,0,0,0,0,0,"QB",133.1,29,19,"65.5",194,48.5,"6.7",1,0,1,-8,"20","Texas A&M",12,812,5141,6.33,44,428.42,7,5,0,0.671875,7853,NA
2005,697,"TAMU","Ty Branyon",1,1,1,1,1,0,0,0,0,0,0,0,"QB",0,0,0,"N/A",0,0,"N/A",0,0,0,0,"17","Texas A&M",11,773,4865,6.29,44,442.27,5,6,0,0.58252427,7853,NA
2006,697,"TAMU","Ty Branyon",3,4,20,6.7,5,1,0,0,0,0,0,0,"QB",129.4,12,6,"50",98,32.7,"8.2",1,1,1,-3,"18","Texas A&M",13,870,5166,5.94,46,397.38,9,4,0,0.53435115,7853,NA
2011,670,"TX St","Tyler Arndt",8,32,34,4.3,1.1,0,0,0,0,0,0,0,"QB",101.2,105,54,"51.4",576,72,"5.5",3,3,10,-46,"na","Texas St.",12,794,4143,5.29,38,345.25,6,6,0,NA,7867,NA
2012,670,"TX St","Tyler Arndt",5,4,35,7,8.8,0,0,0,0,0,0,0,"QB",65.7,56,22,"39.3",208,41.6,"3.7",1,3,0,0,"na","Texas St.",12,774,4557,5.85,44,379.75,4,8,0,NA,7867,NA
2008,404,"Memp","Tyler Bass",2,14,79,39.5,5.6,1,0,0,0,0,0,0,"QB",152.2,13,10,"76.9",101,50.5,"7.8",1,1,1,-3,"26","Memphis",13,977,5424,5.55,45,417.23,6,7,0,0.41538462,7868,NA
2009,404,"Memp","Tyler Bass",4,42,180,45,4.3,1,0,0,0,0,0,0,"QB",149.8,81,53,"65.4",673,168.3,"8.3",6,4,2,-17,"63","Memphis",12,841,4477,5.32,33,373.08,2,10,0,0.51219512,7868,NA
2010,404,"Memp","Tyler Bass",1,1,2,2,2,0,0,0,0,0,0,0,"QB",0,2,0,"0",0,0,"0",0,0,0,0,"117","Memphis",12,718,3420,4.76,19,285,1,11,0,0.47368421,7868,NA
2010,694,"Tenn","Tyler Bray",9,20,-118,-13.1,-5.9,0,0,0,0,0,0,0,"QB",142.7,224,125,"55.8",1849,205.4,"8.3",18,10,16,-118,"75","Tennessee",13,827,4729,5.72,44,363.77,6,7,0,0.5,7871,NA
2011,694,"Tenn","Tyler Bray",7,26,-70,-10,-2.7,1,0,0,0,0,0,0,"QB",144.8,247,147,"59.5",1983,283.3,"8",17,6,11,-100,"104","Tennessee",12,792,3992,5.04,31,332.67,5,7,0,0.60330579,7871,NA
2012,694,"Tenn","Tyler Bray",12,15,-34,-2.8,-2.3,0,0,0,0,0,0,0,"QB",146.3,451,268,"59.4",3612,301,"8",34,12,8,-58,"18","Tennessee",12,890,5711,6.42,56,475.92,5,7,0,0.55833333,7871,NA
2011,490,"NC St","Tyler Brosius",4,2,-16,-4,-8,0,0,0,0,0,0,0,"QB",129.6,13,8,"61.5",66,16.5,"5.1",1,0,2,-16,"94","North Carolina St.",13,914,4483,4.9,48,344.85,8,5,0,0.48739496,7872,NA
2004,796,"Wis","Tyler Donovan",4,11,117,29.3,10.6,0,0,0,0,0,0,0,"QB",86.3,3,2,"66.7",7,1.8,"2.3",0,0,1,-4,"93","Wisconsin",12,857,3937,4.59,30,328.08,9,3,0,0.47154472,7878,NA
2005,796,"Wis","Tyler Donovan",1,5,30,30,6,1,0,0,0,0,0,0,"QB",173.6,6,3,"50",49,49,"8.2",1,0,0,0,"45","Wisconsin",13,909,5155,5.67,58,396.54,10,3,0,0.51492537,7878,NA
2006,796,"Wis","Tyler Donovan",5,25,55,11,2.2,0,0,0,0,0,0,0,"QB",161.3,58,37,"63.8",564,112.8,"9.7",4,2,6,-48,"35","Wisconsin",13,867,4851,5.6,48,373.15,12,1,0,0.48091603,7878,NA
2007,796,"Wis","Tyler Donovan",13,112,277,21.3,2.5,5,0,0,0,0,0,0,"QB",134,333,193,"58",2607,200.5,"7.8",17,11,32,-216,"46","Wisconsin",13,934,5314,5.69,46,408.77,9,4,0,0.52985075,7878,NA
2008,157,"Colo","Tyler Hansen",5,63,261,52.2,4.1,0,0,0,0,0,0,0,"QB",81.3,65,34,"52.3",280,56,"4.3",1,4,7,-37,"95","Colorado",12,843,3822,4.53,32,318.5,5,7,0,0.56198347,7890,NA
2009,157,"Colo","Tyler Hansen",8,84,61,7.6,0.7,1,0,0,0,0,0,0,"QB",113.6,231,129,"55.8",1440,180,"6.2",8,7,32,-272,"104","Colorado",12,852,3772,4.43,34,314.33,3,9,0,0.52631579,7890,NA
