Code,Name,Percentage,Year
742,Virginia Tech,0.54347826,2010
746,Virginia,0.50458716,2010
749,Wake Forest,0.54621849,2010
754,Washington St.,0.55284553,2010
756,Washington,0.55714286,2010
768,West Virginia,0.52307692,2010
772,Western Ky.,0.39849624,2010
774,Western Mich.,0.40677966,2010
796,Wisconsin,0.5234375,2010
811,Wyoming,0.53174603,2010
5,Akron,0.42857143,2011
8,Alabama,0.60465116,2011
9,UAB,0.41791045,2011
28,Arizona St.,0.52238806,2011
29,Arizona,0.58730159,2011
30,Arkansas St.,0.46212121,2011
31,Arkansas,0.5648855,2011
37,Auburn,0.61940299,2011
47,Ball St.,0.4609375,2011
51,Baylor,0.6,2011
66,Boise St.,0.51408451,2011
67,Boston College,0.47058824,2011
71,Bowling Green,0.50833333,2011
77,BYU,0.45038168,2011
86,Buffalo,0.41880342,2011
96,Fresno St.,0.45112782,2011
107,California,0.51470588,2011
110,UCLA,0.54487179,2011
128,UCF,0.48360656,2011
129,Central Mich.,0.49152542,2011
140,Cincinnati,0.44444444,2011
147,Clemson,0.57857143,2011
156,Colorado St.,0.44537815,2011
157,Colorado,0.48965517,2011
164,Connecticut,0.47457627,2011
193,Duke,0.51639344,2011
196,East Carolina,0.5,2011
