Name,Team,G,Receiving,Rec,Yds,Y/G,Avg,Lng,TD,RUSHING,Rush,Yds,Y/G,Avg,TD,Year,Position
James Hardy,Ind,10,,51,722,72.2,14.2,48,10,,0,0,0,N/A,0,2006,WR
Willie Edwards,UAB,12,,39,719,59.9,18.4,71,2,,0,0,0,N/A,0,2006,WR
Derrek Richards,Utah,13,,60,717,55.2,12,38,6,,1,4,0.3,4,0,2006,WR
Aundrae Allison,ECU,10,,62,708,70.8,11.4,53,4,,5,-10,-1,-2,0,2006,WR
Lavelle Hawkins,Cal,13,,46,705,54.2,15.3,44,5,,3,36,2.8,12,0,2006,WR
Courtney Taylor,Aub,12,,54,704,58.7,13,57,2,,8,70,5.8,8.8,0,2006,WR
Mario Manningham,Mich,9,,38,703,78.1,18.5,69,9,,6,19,2.1,3.2,0,2006,WR
Chansi Stuckey,Clem,10,,50,700,70,14,60,3,,8,34,3.4,4.3,0,2006,WR
Darrius Heyward-Bey,Md,13,,45,694,53.4,15.4,96,5,,5,5,0.4,1,0,2006,WR
Ian Sample,Haw,12,,54,690,57.5,12.8,63,10,,0,0,0,N/A,0,2006,WR
Jayson Swain,Tenn,12,,49,688,57.3,14,51,6,,2,-1,-0.1,-0.5,0,2006,WR
Terry Moss,Ball,11,,27,685,62.3,25.4,81,8,,0,0,0,N/A,0,2006,WR
Chris Davis,FL St,13,,49,684,52.6,14,55,4,,5,28,2.2,5.6,1,2006,WR
Duke Calhoun,Memp,12,,42,681,56.8,16.2,60,6,,10,51,4.3,5.1,1,2006,WR
Derrick Stewart,Cinc,13,,33,675,51.9,20.5,51,5,,3,-4,-0.3,-1.3,0,2006,WR
Michael Ford,Wyo,12,,60,674,56.2,11.2,40,4,,1,1,0.1,1,0,2006,WR
Jeron Harvey,Hous,14,,41,671,47.9,16.4,74,4,,0,0,0,N/A,0,2006,WR
Steve Breaston,Mich,13,,58,670,51.5,11.6,62,2,,10,79,6.1,7.9,0,2006,WR
Jamarko Simmons,WMU,12,,61,668,55.7,11,76,2,,7,38,3.2,5.4,0,2006,WR
Sonny Shackelford,Wash,12,,50,666,55.5,13.3,50,7,,1,3,0.3,3,0,2006,WR
Chandler Williams,FIU,10,,67,664,66.4,9.9,45,1,,3,-9,-0.9,-3,0,2006,WR
Oderick Turner,Pitt,12,,44,660,55,15,72,8,,2,7,0.6,3.5,0,2006,WR
Hakeem Nicks,NC,10,,39,660,66,16.9,83,4,,1,10,1,10,0,2006,WR
Corey Partridge,BGSU,10,,55,658,65.8,12,40,3,,3,18,1.8,6,0,2006,WR
Dominique Douglas,Iowa,12,,49,654,54.5,13.3,37,2,,2,-7,-0.6,-3.5,0,2006,WR
Drisan James,Bois,13,,36,650,50,18.1,56,4,,7,54,4.2,7.7,0,2006,WR
D'Juan Woods,OK St,13,,41,647,49.8,15.8,72,5,,0,0,0,N/A,0,2006,WR
Eron Riley,Duke,11,,32,643,58.5,20.1,52,3,,0,0,0,N/A,0,2006,WR
Deon Butler,PSU,12,,48,637,53.1,13.3,55,2,,1,-3,-0.3,-3,0,2006,WR
Johnny Quinn,N TX,11,,57,633,57.5,11.1,54,4,,1,0,0,0,0,2006,WR
Maurice Purify,Neb,13,,34,630,48.5,18.5,63,7,,1,1,0.1,1,0,2006,WR
Paul Hubbard,Wis,12,,38,627,52.3,16.5,42,5,,0,0,0,N/A,0,2006,WR
Greg Carr,FL St,12,,34,619,51.6,18.2,57,12,,0,0,0,N/A,0,2006,WR
Ryan Bugg,Tuls,13,,45,617,47.5,13.7,45,4,,0,0,0,N/A,0,2006,WR
Nate Morton,Wake,12,,38,617,51.4,16.2,59,4,,6,28,2.3,4.7,0,2006,WR
Chad Schroeder,TAMU,13,,39,612,47.1,15.7,63,4,,3,-6,-0.5,-2,0,2006,WR
James Johnson,GT,14,,39,608,43.4,15.6,59,7,,0,0,0,N/A,0,2006,WR
Damarcus Davis,Tula,10,,51,607,60.7,11.9,50,4,,1,-1,-0.1,-1,0,2006,WR
Daniel Robinson,UTEP,10,,37,606,60.6,16.4,55,7,,0,0,0,N/A,0,2006,WR
Emmanuel Sanders,SMU,11,,46,605,55,13.2,56,9,,2,6,0.5,3,0,2006,WR
Gary Banks,Troy,13,,68,603,46.4,8.9,58,8,,6,21,1.6,3.5,0,2006,WR
Brent Casteel,Utah,13,,39,600,46.2,15.4,49,10,,51,262,20.2,5.1,0,2006,WR
Jason Hill,WA St,10,,41,600,60,14.6,71,7,,2,-6,-0.6,-3,0,2006,WR
Terrence Nunn,Neb,14,,42,597,42.6,14.2,75,3,,4,19,1.4,4.8,0,2006,WR
Mike Thomas,Ariz,12,,50,597,49.8,11.9,39,2,,6,68,5.7,11.3,0,2006,WR
Luke Swan,Wis,13,,35,595,45.8,17,58,5,,0,0,0,N/A,0,2006,WR
J.J. Moore,Mass,14,,46,594,42.4,12.9,44,4,,4,37,2.6,9.3,1,2006,WR
Frantz Simeon,FAU,12,,35,590,49.2,16.9,54,1,,1,1,0.1,1,0,2006,WR
Keith Brown,Ala,11,,44,590,53.6,13.4,38,3,,6,45,4.1,7.5,0,2006,WR
Johnny Walker,CO St,12,,58,586,48.8,10.1,32,0,,5,14,1.2,2.8,0,2006,WR
Jerard Rabb,Bois,13,,37,586,45.1,15.8,46,4,,1,9,0.7,9,0,2006,WR
Lance Leggett,Mia F,13,,38,584,44.9,15.4,77,4,,0,0,0,N/A,0,2006,WR
Kevin Robinson,UT St,11,,36,582,52.9,16.2,60,5,,6,35,3.2,5.8,0,2006,WR
Kevin Ogletree,UVa,12,,52,582,48.5,11.2,51,4,,7,63,5.3,9,0,2006,WR
Selwyn Lymon,Purd,10,,33,580,58,17.6,88,3,,0,0,0,N/A,0,2006,WR
Andre Caldwell,Fla,14,,57,577,41.2,10.1,66,6,,21,102,7.3,4.9,1,2006,WR
Robert Jordan,Cal,13,,46,571,43.9,12.4,44,4,,3,-6,-0.5,-2,0,2006,WR
Caleb Spencer,Nev,13,,56,570,43.8,10.2,34,2,,2,-1,-0.1,-0.5,1,2006,WR
Syndric Steptoe,Ariz,11,,55,568,51.6,10.3,48,2,,7,34,3.1,4.9,0,2006,WR
Eric Newman,LT,13,,45,565,43.5,12.6,31,2,,1,-11,-0.8,-11,0,2006,WR
Jomar Wright,Duke,10,,40,561,56.1,14,54,2,,1,-4,-0.4,-4,0,2006,WR
Michael Bumpus,WA St,10,,60,558,55.8,9.3,37,1,,0,0,0,N/A,0,2006,WR
Anthony Russo,Wash,12,,32,552,46,17.3,56,2,,2,4,0.3,2,0,2006,WR
Derrick Smith,ULL,12,,41,551,45.9,13.4,51,1,,2,6,0.5,3,0,2006,WR
Jordy Nelson,KS St,9,,39,547,60.8,14,74,1,,0,0,0,N/A,0,2006,WR
McKay Jacobson,BYU,12,,28,547,45.6,19.5,52,3,,0,0,0,N/A,0,2006,WR
Adrian Arrington,Mich,13,,40,544,41.8,13.6,37,8,,0,0,0,N/A,0,2006,WR
Kevin Challenger,BC,13,,47,543,41.8,11.6,30,5,,0,0,0,N/A,0,2006,WR
Legedu Naanee,Bois,13,,35,541,41.6,15.5,61,6,,7,90,6.9,12.9,0,2006,WR
Jeremy Trimble,Army,11,,52,534,48.5,10.3,61,2,,1,41,3.7,41,1,2006,WR
Rocky Ross,UCF,10,,36,531,53.1,14.8,55,2,,0,0,0,N/A,0,2006,WR
Obed Cetoute,CMU,11,,36,529,48.1,14.7,88,5,,0,0,0,N/A,0,2006,WR
Brett Swain,SDg St,12,,47,528,44,11.2,66,2,,4,2,0.2,0.5,0,2006,WR
Quan Cosby,Tex,13,,45,525,40.4,11.7,51,2,,0,0,0,N/A,0,2006,WR
Jemalle Cornelius,Fla,13,,34,523,40.2,15.4,34,3,,4,20,1.5,5,0,2006,WR
Brandon Myles,W Va,13,,36,522,40.2,14.5,44,8,,0,0,0,N/A,0,2006,WR
Darius Reynaud,W Va,13,,39,520,40,13.3,60,2,,14,221,17,15.8,0,2006,WR
Ryan Scott,Memp,12,,47,520,43.3,11.1,82,3,,0,0,0,N/A,0,2006,WR
Matt Trannon,MI St,9,,44,518,57.6,11.8,49,3,,0,0,0,N/A,0,2006,WR
Juaquin Iglesias,Okla,14,,41,514,36.7,12.5,37,2,,2,6,0.4,3,0,2006,WR
Willie Idlette,Wake,13,,37,511,39.3,13.8,58,3,,25,125,9.6,5,1,2006,WR
Jon Davis,IA St,11,,36,508,46.2,14.1,44,2,,1,-1,-0.1,-1,0,2006,WR
Bobby Chase,SMU,12,,37,507,42.3,13.7,75,3,,0,0,0,N/A,0,2006,WR
Dustin Woods,Mia O,10,,25,506,50.6,20.2,80,4,,2,-3,-0.3,-1.5,0,2006,WR
Ean Randolph,S Fla,13,,49,506,38.9,10.3,51,4,,7,51,3.9,7.3,0,2006,WR
Josh Wheeler,LT,12,,25,503,41.9,20.1,60,4,,0,0,0,N/A,0,2006,WR
Johnathan Holland,LT,13,,33,503,38.7,15.2,66,3,,1,-6,-0.5,-6,0,2006,WR
Eddie Royal,VT,13,,31,497,45.2,16,49,3,,5,24,2.2,4.8,0,2006,WR
Joe West,UTEP,10,,27,496,49.6,18.4,49,3,,0,0,0,N/A,0,2006,WR
Shaun Herbert,N.W.,12,,47,494,41.2,10.5,38,2,,2,14,1.2,7,0,2006,WR
Taurus Johnson,S Fla,12,,37,494,41.2,13.4,79,2,,5,51,4.3,10.2,3,2006,WR
Marko Mitchell,Nev,12,,39,493,41.1,12.6,53,4,,0,0,0,N/A,0,2006,WR
Jordan Kent,Ore,12,,44,491,40.9,11.2,44,4,,1,22,1.8,22,0,2006,WR
Tony Gonzalez,BC,12,,43,491,40.9,11.4,48,5,,0,0,0,N/A,0,2006,WR
Brandon Robinson,BC,12,,36,490,40.8,13.6,79,1,,1,6,0.5,6,0,2006,WR
Danny Amendola,TX Tch,13,,48,487,37.5,10.1,45,5,,3,12,0.9,4,0,2006,WR
Brooks Foster,NC,12,,38,486,40.5,12.8,39,2,,2,15,1.3,7.5,0,2006,WR
Phillip Henry,ECU,11,,34,484,44,14.2,56,2,,3,13,1.2,4.3,0,2006,WR
Todd Blythe,IA St,8,,34,484,60.5,14.2,31,8,,0,0,0,N/A,0,2006,WR
Bruce Francis,Temp,12,,32,484,40.3,15.1,54,4,,0,0,0,N/A,0,2006,WR
Jeremy Williams,Tula,11,,40,484,44,12.1,25,2,,2,16,1.5,8,0,2006,WR
Chaz Schilens,SDg St,11,,34,483,43.9,14.2,60,2,,0,0,0,N/A,0,2006,WR
Jermaine Lindsay,Akrn,12,,34,477,39.8,14,43,2,,1,3,0.3,3,0,2006,WR
Mykeal Terry,Troy,10,,27,477,47.7,17.7,67,5,,2,18,1.8,9,0,2006,WR
Marlon Haynes,Ida,10,,27,473,47.3,17.5,46,1,,0,0,0,N/A,0,2006,WR
Jordan Norwood,PSU,12,,45,472,39.3,10.5,34,2,,0,0,0,N/A,0,2006,WR
Justin Gardner,CMU,13,,36,471,36.2,13.1,66,5,,0,0,0,N/A,0,2006,WR
Austin Flynn,IA St,11,,41,470,42.7,11.5,37,0,,1,4,0.4,4,0,2006,WR
Preston Brown,Tula,9,,44,467,51.9,10.6,35,2,,0,4,0.4,N/A,0,2006,WR
Brian Murph,Kan,12,,43,467,38.9,10.9,50,3,,1,14,1.2,14,0,2006,WR
Jesse Holley,NC,12,,37,466,38.8,12.6,50,2,,0,0,0,N/A,0,2006,WR
Tyler Holden,Wyo,12,,39,461,38.4,11.8,51,4,,0,0,0,N/A,0,2006,WR
Mike Williams,Syra,9,,24,461,51.2,19.2,47,4,,0,0,0,N/A,0,2006,WR
Billy Pittman,Tex,12,,35,456,38,13,62,4,,3,8,0.7,2.7,0,2006,WR
Dexton Fields,Kan,11,,45,455,41.4,10.1,31,5,,1,7,0.6,7,0,2006,WR
Bret Smith,Tenn,10,,39,453,45.3,11.6,39,5,,4,44,4.4,11,0,2006,WR
Dominick Goodman,Cinc,12,,40,452,41.1,11.3,31,5,,1,-8,-0.7,-8,0,2006,WR
Rodgeriqus Smith,Aub,12,,26,452,37.7,17.4,62,4,,0,0,0,N/A,0,2006,WR
Brian Paysinger,Ore,13,,34,451,34.7,13.3,47,3,,7,77,5.9,11,0,2006,WR
Marcus Everett,UCLA,13,,31,450,34.6,14.5,54,5,,0,0,0,N/A,0,2006,WR
Josh Morgan,VT,11,,33,448,40.7,13.6,54,4,,1,6,0.5,6,0,2006,WR
Terrance Breaux,Buff,11,,32,444,40.4,13.9,50,3,,0,0,0,N/A,0,2006,WR
Derrick Williams,PSU,12,,40,440,36.7,11,56,1,,36,145,12.1,4,1,2006,WR
Kenny Britt,Rutg,6,,29,440,73.3,15.2,67,2,,0,0,0,N/A,0,2006,WR
De' Cody Fagg,FL St,11,,37,439,39.9,11.9,29,1,,0,10,0.9,N/A,0,2006,WR
Ernie Wheelwright,Minn,11,,26,437,39.7,16.8,64,5,,0,0,0,N/A,0,2006,WR
Zac Collie,BYU,13,,26,437,33.6,16.8,43,2,,0,0,0,N/A,0,2006,WR
Brandon Powers,OR St,12,,39,433,36.1,11.1,27,1,,0,0,0,N/A,0,2006,WR
Brad Ekwerekwu,Mizz,10,,32,430,43,13.4,42,2,,8,17,1.7,2.1,0,2006,WR
Jared Perry,Mizz,13,,37,429,33,11.6,74,3,,7,55,4.2,7.9,0,2006,WR
Naaman Roosevelt,Buff,12,,31,429,35.8,13.8,53,2,,5,9,0.8,1.8,0,2006,WR
Steve Odom,Tole,12,,46,428,35.7,9.3,36,2,,2,-10,-0.8,-5,0,2006,WR
Percy Harvin,Fla,13,,34,427,32.8,12.6,58,2,,41,428,32.9,10.4,3,2006,WR
Jessie Quinn,WKU,10,,29,425,42.5,14.7,41,0,,0,0,0,N/A,0,2006,WR
David Clowney,VT,11,,34,424,38.5,12.5,60,0,,1,-5,-0.5,-5,0,2006,WR
Marcel Pestano,Pitt,11,,28,424,38.5,15.1,42,2,,1,-3,-0.3,-3,0,2006,WR
Brian Hernandez,Utah,11,,47,424,38.5,9,47,1,,0,0,0,N/A,0,2006,WR
Wendell Octave,Ida,10,,34,422,42.2,12.4,35,4,,0,0,0,N/A,0,2006,WR
Biren Ealy,Hous,14,,34,420,30,12.4,52,6,,0,0,0,N/A,0,2006,WR
Matt Allen,BYU,10,,27,420,42,15.6,38,3,,0,0,0,N/A,0,2006,WR
Jermaine Moreira,KS St,8,,23,419,52.4,18.2,55,2,,0,0,0,N/A,0,2006,WR
Jahkeen Gilmore,Ind,11,,28,419,38.1,15,55,0,,0,0,0,N/A,0,2006,WR
Yamon Figurs,KS St,11,,28,418,41.8,14.9,68,3,,3,71,7.1,23.7,2,2006,WR
Toris Rutledge,Troy,12,,30,418,34.8,13.9,70,4,,0,0,0,N/A,0,2006,WR
Jake Gaebler,WKU,8,,36,416,52,11.6,31,2,,0,0,0,N/A,0,2006,WR
Scott Mayle,Ohio,11,,28,411,37.4,14.7,58,0,,4,57,5.2,14.3,1,2006,WR
Mike Wallace,Miss,11,,24,410,37.3,17.1,55,2,,1,2,0.2,2,0,2006,WR
Marcus Perez,N Ill,10,,30,406,40.6,13.5,42,5,,1,3,0.3,3,0,2006,WR
Kyle Hudson,Ill,10,,30,403,40.3,13.4,69,3,,0,0,0,N/A,0,2006,WR
Ross Lane,N.W.,11,,30,401,36.5,13.4,39,2,,0,0,0,N/A,0,2006,WR
James Bailey,Ind,12,,40,401,33.4,10,38,0,,0,0,0,N/A,0,2006,WR
Sylvester Mencer,UAB,11,,31,400,36.4,12.9,38,3,,2,20,1.8,10,0,2006,WR
Marquis Wilson,Utah,12,,25,398,33.2,15.9,57,3,,3,24,2,8,0,2006,WR
Dustin Osborn,CO St,9,,26,397,44.1,15.3,60,2,,0,0,0,N/A,0,2006,WR
Danny Oquendo,Md,12,,34,396,33,11.6,38,2,,3,23,1.9,7.7,0,2006,WR
Amarri Jackson,S Fla,13,,26,393,30.2,15.1,46,3,,10,50,3.8,5,0,2006,WR
John Dunlap,NC St,11,,30,392,35.6,13.1,34,4,,3,29,2.6,9.7,0,2006,WR
Bobby Good,ECU,7,,26,392,56,15.1,48,1,,1,11,1.6,11,0,2006,WR
Brandon Breazell,UCLA,9,,21,389,43.2,18.5,78,4,,3,34,3.8,11.3,0,2006,WR
Emmanuel Spann,Mrsh,11,,38,383,34.8,10.1,28,3,,1,1,0.1,1,0,2006,WR
Brian Robiskie,OH St,12,,29,383,31.9,13.2,39,5,,0,0,0,N/A,0,2006,WR
Chase Wasson,TX St,11,,27,380,34.5,14.1,50,3,,65,358,32.5,5.5,5,2006,WR
Isaiah Williams,Md,10,,28,379,37.9,13.5,48,3,,0,0,0,N/A,0,2006,WR
Steven Rogers,ECU,12,,22,378,31.5,17.2,51,1,,1,4,0.3,4,0,2006,WR
Manuel Johnson,Okla,12,,36,378,31.5,10.5,32,3,,2,13,1.1,6.5,0,2006,WR
Bobby Williams,MTSU,11,,36,378,34.4,10.5,55,1,,0,0,0,N/A,0,2006,WR
Eric Decker,Minn,11,,26,378,34.4,14.5,39,3,,1,5,0.5,5,0,2006,WR
Chad Mock,Haw,12,,26,378,31.5,14.5,46,3,,0,0,0,N/A,0,2006,WR
Kevin Roach,ECU,11,,24,376,34.2,15.7,28,1,,0,0,0,N/A,0,2006,WR
Raphael Chestnut,Duke,10,,39,375,37.5,9.6,20,2,,0,0,0,N/A,0,2006,WR
Kenneth Brantley II,BGSU,11,,32,374,34,11.7,28,2,,0,0,0,N/A,0,2006,WR
Nate Swift,Neb,12,,22,374,31.2,17,49,2,,0,0,0,N/A,0,2006,WR
Thomas White,Bayl,8,,26,372,46.5,14.3,34,2,,2,5,0.6,2.5,0,2006,WR
Mohamed Massaquoi,Ga,11,,30,366,33.3,12.2,39,2,,0,0,0,N/A,0,2006,WR
Chastin West,Fres,10,,33,365,36.5,11.1,60,3,,10,58,5.8,5.8,0,2006,WR
Herb Martin,WMU,10,,30,365,36.5,12.2,52,4,,3,-4,-0.4,-1.3,0,2006,WR
Trumaine Riley,EMU,11,,45,364,33.1,8.1,40,0,,4,5,0.5,1.3,0,2006,WR
Rasheed Rancher,Mass,13,,22,362,27.8,16.5,89,4,,7,58,4.5,8.3,0,2006,WR
Bradon Godfrey,Utah,9,,22,360,40,16.4,36,1,,0,0,0,N/A,0,2006,WR
Darrell Blackman,NC St,11,,27,358,39.8,13.3,41,2,,12,47,5.2,3.9,0,2006,WR
Damion Carter,USM,13,,23,358,27.5,15.6,39,2,,0,0,0,N/A,0,2006,WR
Kevin Jones,AR St,11,,25,355,32.3,14.2,45,2,,2,14,1.3,7,0,2006,WR
Aaron Kelly,Clem,12,,30,355,29.6,11.8,41,3,,0,0,0,N/A,0,2006,WR
Desmond Gee,MTSU,11,,27,351,31.9,13,73,3,,62,277,25.2,4.5,5,2006,WR
Eric Peterman,N.W.,11,,23,349,31.7,15.2,52,1,,3,8,0.7,2.7,0,2006,WR
Eric Morris,TX Tch,12,,25,347,28.9,13.9,31,1,,2,14,1.2,7,0,2006,WR
Mike McCoy,Nev,11,,23,346,31.5,15,79,9,,4,12,1.1,3,0,2006,WR
Travis Shelton,Temp,6,,20,344,57.3,17.2,65,3,,6,44,7.3,7.3,0,2006,WR
Mike Holley,Temp,10,,31,342,34.2,11,28,0,,1,7,0.7,7,0,2006,WR
Michael Reed,BYU,10,,25,339,33.9,13.6,40,3,,0,0,0,N/A,0,2006,WR
Jerramy Scott,MI St,10,,26,339,33.9,13,41,0,,14,26,2.6,1.9,0,2006,WR
Ruben Jackson,OR St,9,,16,337,37.4,21.1,67,2,,10,95,10.6,9.5,0,2006,WR
David Grimes,ND,8,,26,336,42,12.9,36,2,,1,2,0.3,2,1,2006,WR
Jamayel Smith,MS St,8,,20,335,41.9,16.8,41,2,,0,0,0,N/A,0,2006,WR
Jarrett Hicks,TX Tch,5,,25,334,66.8,13.4,48,2,,0,0,0,N/A,0,2006,WR
Donald Massey,TCU,10,,26,332,33.2,12.8,77,3,,10,52,5.2,5.2,0,2006,WR
Junior Taylor,UCLA,12,,28,331,27.6,11.8,36,3,,0,0,0,N/A,0,2006,WR
Smokey Hampton,Troy,9,,25,331,36.8,13.2,60,2,,0,0,0,N/A,0,2006,WR
Marcus Edwards,S Fla,9,,27,328,36.4,12.1,47,2,,0,0,0,N/A,0,2006,WR
S.J. Green,S Fla,10,,20,328,32.8,16.4,34,2,,0,0,0,N/A,0,2006,WR
Louis Johnson,Ball,10,,26,327,32.7,12.6,46,2,,0,0,0,N/A,0,2006,WR
Justin Harper,VT,10,,21,324,32.4,15.4,49,1,,0,0,0,N/A,0,2006,WR
Matt Morris,Mrsh,9,,20,323,35.9,16.2,31,2,,0,0,0,N/A,0,2006,WR
Jonathan Grigsby,MTSU,9,,24,319,35.4,13.3,53,0,,0,0,0,N/A,0,2006,WR
Anthony Brown,OR St,9,,21,319,35.4,15.2,35,3,,1,6,0.7,6,0,2006,WR
Michael Jones,AZ St,10,,20,318,31.8,15.9,50,3,,0,0,0,N/A,0,2006,WR
Frantz Hardy,Neb,9,,14,317,35.2,22.6,78,3,,3,14,1.6,4.7,0,2006,WR
Marcus Henry,Kan,9,,25,316,35.1,12.6,33,3,,0,0,0,N/A,0,2006,WR
Walter Hill,Army,11,,30,314,28.5,10.5,38,1,,0,0,0,N/A,0,2006,WR
Mark Root,AFA,7,,16,314,44.9,19.6,43,0,,0,0,0,N/A,0,2006,WR
Matt Simon,N Ill,11,,20,314,28.5,15.7,62,1,,0,0,0,N/A,0,2006,WR
Kenneth Moore,Wake,13,,32,314,24.2,9.8,39,1,,105,507,39,4.8,2,2006,WR
George Smith,Vand,10,,21,313,31.3,14.9,44,3,,0,0,0,N/A,0,2006,WR
Earnest Williams,Memp,12,,26,313,26.1,12,43,3,,28,130,10.8,4.6,1,2006,WR
Max Komar,Ida,8,,17,313,39.1,18.4,52,0,,3,11,1.4,3.7,0,2006,WR
Jacob Willis,Ill,7,,16,313,44.7,19.6,69,3,,0,0,0,N/A,0,2006,WR
Marlon White,Vand,11,,25,313,28.5,12.5,35,2,,0,0,0,N/A,0,2006,WR
Anthony Johnson,Ariz,11,,26,312,28.4,12,78,3,,2,8,0.7,4,0,2006,WR
R.J. Sumrall,IA St,11,,25,310,28.2,12.4,32,0,,1,-7,-0.6,-7,0,2006,WR
Luke Roberts,CO St,12,,23,309,25.8,13.4,51,2,,0,0,0,N/A,0,2006,WR
Joe Chapple,WMU,11,,35,308,28,8.8,31,2,,0,0,0,N/A,0,2006,WR
Jeremy Dickens,FIU,8,,22,307,38.4,14,68,0,,2,4,0.5,2,0,2006,WR
Todd Peterson,Neb,9,,19,307,34.1,16.2,48,2,,0,0,0,N/A,0,2006,WR
Columbus Givens,SMU,10,,22,306,30.6,13.9,62,4,,1,-2,-0.2,-2,0,2006,WR
Kenneth Harris,Ga,8,,15,305,38.1,20.3,41,0,,0,0,0,N/A,0,2006,WR
Nathan Meikle,BYU,11,,21,304,33.8,14.5,38,0,,3,8,0.9,2.7,0,2006,WR
Patrick Williams,Colo,10,,20,303,30.3,15.2,61,1,,7,22,2.2,3.1,0,2006,WR
Brandon Warren,FL St,10,,28,301,30.1,10.8,29,1,,0,0,0,N/A,0,2006,WR
Vic Thompson,AFA,11,,23,301,27.4,13.1,45,4,,6,18,1.6,3,0,2006,WR
Carlos Singleton,Memp,10,,22,300,30,13.6,37,3,,0,0,0,N/A,0,2006,WR
Tiquan Underwood,Rutg,9,,23,290,32.2,12.6,30,4,,0,0,0,N/A,0,2006,WR
Brad Kanuch,Conn,8,,13,288,36,22.2,45,1,,4,18,2.3,4.5,0,2006,WR
Milan Moses,IA St,6,,24,282,47,11.8,37,0,,0,0,0,N/A,0,2006,WR
Herb Grigsby,Iowa,10,,27,282,28.2,10.4,45,0,,3,24,2.4,8,1,2006,WR
Levi Dejohnette,AR St,9,,23,281,31.2,12.2,47,2,,1,6,0.7,6,0,2006,WR
T.J. Williams,MI St,9,,25,281,31.2,11.2,24,3,,1,7,0.8,7,0,2006,WR
Joe Fernandez,Fres,9,,24,281,31.2,11.7,23,4,,0,0,0,N/A,0,2006,WR
Donnie Johnson,Tuls,11,,27,280,25.5,10.4,33,2,,0,0,0,N/A,0,2006,WR
Hoost Marsh,Wyo,12,,23,280,28,12.2,39,3,,8,40,4,5,1,2006,WR
Javid James,UCF,9,,24,278,30.9,11.6,43,1,,0,0,0,N/A,0,2006,WR
Darrell McNeal,ULM,12,,25,276,25.1,11,40,2,,6,54,4.9,9,0,2006,WR
Willie Thornton,UCF,9,,19,275,30.6,14.5,37,3,,2,14,1.6,7,0,2006,WR
Brian King,Tula,8,,16,272,34,17,47,3,,0,0,0,N/A,0,2006,WR
Rice Moss,Syra,11,,23,272,24.7,11.8,23,1,,1,6,0.5,6,0,2006,WR
Patrick Turner,USC,11,,29,272,24.7,9.4,29,2,,0,0,0,N/A,0,2006,WR
Ramal Porter,SDg St,8,,24,272,34,11.3,34,2,,1,7,0.9,7,0,2006,WR
Tommy Saunders,Mizz,10,,25,271,27.1,10.8,29,2,,0,0,0,N/A,0,2006,WR
Josh Barnes,USM,11,,23,267,24.3,11.6,36,1,,2,21,1.9,10.5,0,2006,WR
Joel Armstrong,Rice,13,,24,265,20.4,11,47,2,,84,135,10.4,1.6,1,2006,WR
William Norwood,Ohio,11,,24,265,24.1,11,63,3,,1,3,0.3,3,0,2006,WR
Kerry Franks,TAMU,8,,10,265,37.9,26.5,67,1,,1,-10,-1.4,-10,0,2006,WR
Grant Walker,TX Tch,11,,23,264,24,11.5,56,0,,0,0,0,N/A,0,2006,WR
Tyler Grisham,Clem,11,,25,264,24,10.6,22,3,,0,0,0,N/A,0,2006,WR
Andrew Means,Ind,11,,20,263,23.9,13.2,32,1,,0,0,0,N/A,0,2006,WR
Brandon Young,Conn,8,,19,263,32.9,13.8,61,3,,0,0,0,N/A,0,2006,WR
Larry Taylor,Conn,10,,29,261,32.6,9,29,1,,6,78,9.8,13,0,2006,WR
Chris Marrow,UTEP,9,,32,257,28.6,8,17,0,,0,0,0,N/A,0,2006,WR
Fontel Mines,UVa,11,,27,256,23.3,9.5,21,2,,0,0,0,N/A,0,2006,WR
Brian Hartline,OH St,10,,17,256,25.6,15.1,32,2,,1,5,0.5,5,0,2006,WR
Kelton Lynn,Stan,5,,19,254,50.8,13.4,57,2,,0,0,0,N/A,0,2006,WR
Chris Johnson,USM,12,,23,253,21.1,11,54,5,,3,22,1.8,7.3,1,2006,WR
Danario Alexander,Mizz,7,,15,251,35.9,16.7,74,1,,2,12,1.7,6,0,2006,WR
Ryan Moore,Mia F,5,,12,251,50.2,20.9,52,2,,0,0,0,N/A,0,2006,WR
Norris Drinkard,UAB,8,,22,251,31.4,11.4,35,1,,1,-3,-0.4,-3,0,2006,WR
A.J. Bryant,Ga,8,,14,251,31.4,17.9,53,0,,1,-2,-0.3,-2,0,2006,WR
Aaron Straiten,UNLV,11,,22,249,22.6,11.3,41,3,,2,-12,-1.1,-6,0,2006,WR
Taron Henry,MTSU,8,,16,247,30.9,15.4,30,1,,0,0,0,N/A,0,2006,WR
Tommy Henderson,Rice,9,,31,245,27.2,7.9,20,1,,0,0,0,N/A,0,2006,WR
Evan Moore,Stan,5,,14,242,48.4,17.3,51,3,,0,0,0,N/A,0,2006,WR
Lamart Barrett,NC St,9,,27,241,26.8,8.9,18,0,,0,0,0,N/A,0,2006,WR
Hiram Moore,Mrsh,7,,18,241,34.4,13.4,49,0,,0,0,0,N/A,0,2006,WR
Brandon Allen,NM St,12,,26,240,20,9.2,27,1,,0,0,0,N/A,0,2006,WR
Anthony Perine,USM,12,,23,239,19.9,10.4,35,1,,0,0,0,N/A,0,2006,WR
L'Tydrick Riley,TAMU,9,,23,238,26.4,10.3,35,0,,0,0,0,N/A,0,2006,WR
